0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,3.0,5.0,5.0,1.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,5.0,1.0,2.0,4.0,5.0,5.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,5.0,2.0,1.0,4.0,2.0,5.0,5.0,5.0,5.0,1.0,3.0,2.0,5.0,2.0,1.0,1.0,4.0,5.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,4.0,1.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,1.0,2.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,1.0,1.0,1.0,5.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,5.0,2.0,5.0,3.0,2.0,4.0,5.0,5.0,4.0,5.0,1.0,4.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,5.0,2.0,5.0,5.0,2.0,5.0,4.0,1.0,2.0,3.0,5.0,5.0,2.0,2.0,1.0,5.0,2.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,3.0,1.0,4.0,1.0,5.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,2.0,5.0,4.0,1.0,4.0,3.0,5.0,3.0,5.0,2.0,4.0,3.0,1.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,1.0
1,5.0,3.0,1.0,1.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,1.0,5.0,2.0,4.0,3.0,5.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,2.0,1.0,5.0,5.0,4.0,1.0,2.0,3.0,5.0,2.0,2.0,2.0,5.0,5.0,1.0,4.0,5.0,5.0,1.0,4.0,4.0,2.0,5.0,2.0,2.0,5.0,4.0,3.0,5.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,5.0,3.0,2.0,1.0,2.0,5.0,2.0,4.0,4.0,2.0,3.0,5.0,5.0,1.0,5.0,3.0,3.0,3.0,1.0,2.0,2.0,5.0,1.0,3.0,4.0,4.0,5.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,4.0,2.0,3.0,1.0,5.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,5.0,4.0,1.0,5.0,4.0,1.0,5.0,2.0,4.0,5.0,1.0,4.0,4.0,1.0,3.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,5.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,5.0,4.0,5.0,2.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,4.0,3.0,3.0
2,3.0,1.0,5.0,4.0,3.0,4.0,3.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0,3.0,5.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,2.0,3.0,5.0,5.0,2.0,1.0,5.0,4.0,5.0,1.0,3.0,1.0,2.0,5.0,1.0,1.0,4.0,5.0,5.0,3.0,1.0,3.0,5.0,5.0,2.0,4.0,1.0,1.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,5.0,3.0,5.0,5.0,4.0,2.0,1.0,1.0,4.0,1.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,1.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,3.0,4.0,1.0,2.0,1.0,5.0,1.0,4.0,5.0,5.0,1.0,1.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,3.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,5.0,2.0,2.0,3.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,1.0,4.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,1.0
3,2.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,5.0,2.0,1.0,3.0,5.0,2.0,5.0,5.0,2.0,1.0,4.0,4.0,2.0,5.0,4.0,1.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,5.0,2.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,5.0,3.0,1.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,1.0,5.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0,1.0,2.0,3.0,1.0,5.0,1.0,4.0,1.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,3.0,2.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,3.0,2.0,3.0,1.0,2.0,5.0,3.0,1.0,5.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,5.0,1.0,1.0,2.0,3.0,4.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,5.0,2.0,1.0,5.0,1.0,3.0,5.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,2.0,5.0,1.0,4.0,3.0,4.0,5.0,2.0,5.0,5.0,1.0,1.0,1.0,5.0,2.0,2.0,4.0,5.0,5.0,1.0,5.0,1.0,2.0,5.0,1.0,5.0,2.0,2.0,5.0,1.0,1.0,5.0,2.0,5.0,3.0,5.0,4.0,5.0,2.0,1.0,5.0
4,5.0,1.0,1.0,2.0,3.0,1.0,5.0,3.0,5.0,2.0,1.0,5.0,5.0,5.0,1.0,2.0,1.0,5.0,2.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,1.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,5.0,1.0,3.0,4.0,1.0,5.0,5.0,1.0,3.0,5.0,3.0,4.0,1.0,4.0,2.0,2.0,1.0,3.0,1.0,4.0,5.0,3.0,1.0,4.0,1.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,1.0,1.0,1.0,4.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,5.0,2.0,5.0,4.0,5.0,4.0,2.0,1.0,2.0,4.0,5.0,1.0,1.0,2.0,5.0,3.0,5.0,5.0,1.0,4.0,2.0,5.0,4.0,2.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,5.0,5.0,1.0,3.0,5.0,1.0,2.0,3.0,2.0,3.0,5.0,3.0,4.0,1.0,5.0,4.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,3.0,4.0,5.0,1.0,5.0,5.0,4.0,1.0,5.0,2.0,4.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,5.0,5.0,5.0,1.0,1.0,2.0,5.0,3.0,4.0,5.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,5.0,5.0,1.0,2.0,4.0,5.0,5.0,5.0,2.0,5.0,1.0,2.0,3.0,1.0,2.0,5.0,5.0,1.0,1.0,5.0,2.0,5.0
5,2.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,5.0,3.0,4.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,3.0,1.0,3.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,4.0,5.0,5.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,1.0,5.0,1.0,4.0,5.0,1.0,2.0,4.0,1.0,5.0,4.0,3.0,4.0,5.0,5.0,1.0,3.0,1.0,5.0,4.0,5.0,2.0,1.0,4.0,5.0,4.0,2.0,4.0,5.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,3.0,1.0,5.0,4.0,1.0,5.0,2.0,5.0,2.0,3.0,3.0,5.0,1.0,5.0,2.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,5.0,5.0,1.0,4.0,3.0,2.0,4.0,5.0,3.0,5.0,5.0,2.0,3.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,4.0,3.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,3.0,1.0,5.0,1.0,5.0,5.0,5.0,2.0,1.0,2.0,1.0,4.0,5.0,2.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,4.0
6,5.0,5.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,3.0,1.0,5.0,2.0,2.0,2.0,4.0,1.0,5.0,3.0,1.0,1.0,2.0,5.0,1.0,3.0,5.0,2.0,3.0,5.0,1.0,5.0,1.0,2.0,4.0,1.0,5.0,2.0,1.0,4.0,5.0,5.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,5.0,3.0,1.0,4.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,1.0,3.0,5.0,3.0,5.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,3.0,2.0,2.0,1.0,5.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,1.0,4.0,3.0,4.0,4.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,5.0,4.0,2.0,1.0,5.0,1.0,5.0,2.0,4.0,5.0,3.0,2.0,5.0,5.0,4.0,5.0,4.0,1.0,3.0,5.0,4.0,3.0,1.0,4.0,1.0,1.0,5.0,1.0,4.0,3.0,3.0,1.0,3.0,1.0,5.0,4.0,1.0,1.0,2.0,2.0,1.0,5.0,5.0,5.0,1.0,4.0,5.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,5.0,5.0,1.0,5.0,5.0,4.0,4.0,5.0,1.0,5.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,1.0,1.0,4.0,2.0
7,2.0,3.0,3.0,2.0,4.0,2.0,1.0,5.0,3.0,5.0,1.0,5.0,1.0,3.0,5.0,1.0,5.0,3.0,2.0,3.0,1.0,3.0,4.0,1.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,5.0,3.0,5.0,4.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,4.0,2.0,2.0,1.0,4.0,1.0,4.0,5.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,5.0,4.0,1.0,4.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,1.0,4.0,3.0,5.0,1.0,5.0,5.0,4.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,4.0,5.0,2.0,3.0,5.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,5.0,5.0,5.0,2.0,5.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,5.0,1.0,2.0,5.0,1.0,4.0,5.0,4.0,5.0,1.0,3.0,1.0,5.0,4.0,1.0,4.0,2.0,5.0,5.0,2.0
8,1.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,5.0,5.0,2.0,1.0,5.0,1.0,3.0,2.0,3.0,5.0,5.0,2.0,5.0,1.0,5.0,1.0,2.0,1.0,5.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,3.0,5.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,1.0,2.0,3.0,5.0,2.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,1.0,5.0,4.0,4.0,2.0,1.0,5.0,5.0,4.0,4.0,4.0,1.0,3.0,5.0,3.0,3.0,5.0,1.0,5.0,2.0,1.0,1.0,3.0,4.0,2.0,5.0,1.0,2.0,2.0,5.0,4.0,5.0,1.0,3.0,1.0,5.0,5.0,1.0,4.0,1.0,2.0,1.0,4.0,5.0,4.0,2.0,3.0,5.0,3.0,5.0,3.0,2.0,3.0,5.0,4.0,1.0,3.0,4.0,2.0,3.0,5.0,4.0,5.0,1.0,2.0,5.0,4.0,5.0,1.0,1.0,4.0,5.0,5.0,5.0,3.0,5.0,1.0,4.0,5.0,1.0,4.0,1.0,4.0
9,2.0,1.0,5.0,2.0,1.0,4.0,2.0,3.0,4.0,5.0,1.0,1.0,1.0,4.0,3.0,1.0,5.0,5.0,5.0,3.0,2.0,5.0,1.0,2.0,5.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,2.0,5.0,2.0,1.0,2.0,1.0,5.0,1.0,4.0,1.0,1.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,1.0,5.0,1.0,3.0,1.0,5.0,5.0,1.0,5.0,2.0,5.0,1.0,4.0,5.0,5.0,1.0,3.0,4.0,5.0,2.0,2.0,5.0,2.0,4.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,5.0,4.0,5.0,2.0,5.0,2.0,1.0,1.0,3.0,5.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,5.0,2.0,1.0,4.0,1.0,5.0,1.0,5.0,3.0,2.0,5.0,1.0,3.0,5.0,3.0,5.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,3.0,4.0,2.0,1.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,4.0,1.0,1.0,5.0,4.0,5.0,4.0,1.0,3.0,1.0,5.0,4.0,1.0,2.0,3.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,5.0,2.0,5.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,1.0,2.0,5.0
